# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GNB,2125108662,2225741625,2308816818,2301045456,2327448177,2481812880,2546325276,2612066688,2730619931,2796972822,2953784400,3192342880,3138026050,3241136056,3271784643,3472380736,3657051008,3830817400,3976285038,4154666064,4216818540,4486864725,4643313480,4853868253,5095917444,5350065321,5616913420,5900250405,6165386370,6599574853.51514,7037644345.66123,7632485098.21707,8231629996.66707,8832147960.27974,9438262509.83093,10050083808.5626,10894026801.5975,11746981979.5632,12608325172.0149,13476919455.4085,14354384123.4499,15531435317.4574,16720960776.5853,17922559470.4695,19136031609.6384,20358867493.1357,21980463644.862,23619024470.0338,25274351207.1749,26945976991.3131,28633241315.485,30759685139.6839,32904244474.9781,35066044143.0928,37248382108.0391,39439228556.2,42202580161.9949,44987781794.5153,47793288795.8252,50622874781.5298,53467314736.5814,56972976480.8905,60511261704.3422,64071802036.5896,67663153662.4133,71274548772.5124,75643221391.4355,80041370202.7946,84462218782.9687,88915418345.148,93388508816.4288,98637163810.7923,103920874130.613,109231097421.702,114557365182.356,119897015019.683,126118168800.386,132386245589.839,138653448995.575,144944292515.678,151244074325.9,158501841151.828,165803622610.599,173129804287.097,180505942923.316,187914695285.352,196235017531.288,204573870048.387,212939078062.717,221332694344.677,229748590402.526,239097803502.212,248497148066.382,257992886111.874,267530419083.026,277104592231.839,287505447495.48,297954482366.996,308452555781.081,318963368720.119,329500198780.137
GNQ,7937995234,12714039680,15193726398,17410415810,22694675725,24541461576,26140721112,30131946518,35492074716,35981787825,32771132856,34902730534,37829987922,36260696468,36389003349,33075420450,30157234800,28466471932,26686751328,25219867200,24147210618,23376681636,23744351596,23313632632,21404192040,19580682477,19259501382,19051526390,18996718187,19671647466.6648,20358846200.7728,21114148133.811,21878678234.4211,22648040132.8542,23418989930.804,24189064017.934,25047401016.241,25899811219.8285,26749693848.4358,27599395406.7196,28448598307.8874,29379954093.0085,30314922922.5808,31252156044.5452,32189926313.3444,33130892377.2059,34105449308.4411,35079451819.5602,36046975667.4381,37007188833.1791,37967027241.7141,38980529557.551,39991846300.2073,40998459676.4006,41995500158.9899,42984260624.2118,44095195412.4827,45195373670.8564,46280494957.6972,47349589281.8348,48402387842.9587,49607185579.5678,50792204338.6126,51970964269.0521,53141760884.3285,54312744167.6608,55580384052.8348,56848541476.1713,58121676391.0755,59401949858.7543,60678479846.6486,62025768150.3102,63374326066.377,64727544193.8977,66075711245.248,67424023937.2389,68860699425.2588,70296430280.2351,71722609808.8094,73120756125.9205,74477368709.5858,75903579276.1667,77279651060.8332,78615688631.4711,79915648665.102,81188748104.4009,82508955240.328,83863010593.9151,85199769404.0773,86515443931.3381,87810193177.1344,89167463677.2426,90506725742.1509,91835232279.277,93159073581.4776,94478907392.7387,95842172699.3763,97206346223.6022,98558255142.5981,99904682349.777,101246719537.742
GRC,314265768240,327238964640,340067212256,359789154968,377977317260,380257860010,401758720630,414900373372,413512332615,395735150790,374037589381,336072190664,312255293438,304420774224,305863688704,305258055132,303778389024,307083546880,312207755497,318107596950,289466069769,313878876640,332437965465,341072669910,346182198164,351055917160,355972954458,360454413510,364769800625,367237599785.409,369975058029.172,373261655142.396,377110878296.781,381538727355.628,386563825065.874,392207546813.409,398145138548.933,404387293636.557,410945354210.37,417831345108.434,425058010142.716,432340910394.843,439678662419.055,447069832224.584,454512935329.262,462006436854.881,469551669603.854,477147140834.224,484791309766.5,492482587749.643,500219338467.006,508018059101.675,515877865653.262,523797838409.49,531777021823.291,539814424409.314,547980971835.846,556278847966.963,564710275268.99,573277515520.181,581982870533.925,590720892394.904,599489088544.402,608284913093.117,617105767752.828,625949002827.026,634740462768.521,643474391554.663,652144999896.007,660746471363.263,669272968640.744,678765084676.48,688179793102.927,697637482325.131,707116775533.893,716486859654.657,726190351152.195,736049165559.608,746045328065.682,756194763096.885,766467434394.608,778182630312.722,789794383730.161,801690749859.704,813312951061.208,824940093044.247,837237991977.115,850113226257.668,863553906102.178,877590016489.155,891873975322.052,906123677342.131,920332017574.202,935166318522.938,950474417982.336,966285443458.802,982168536133.554,998523936398.232,1015335896261.16,1032586370544.63,1050255092255.41
GRD,1196184114,1167372748,1214591040,1324844144,1311943048,1495896150,1432333350,1516502295,1526894355,1435008496,1421757754,1438576159,1413149428,1450174320,1560558777,1665627590,1717572780,1800142500,1868962056,1889183296,1636289607,1702910452,1810986672,1866845988,1950472335,2027715844,2080359544,2146183299,2213122214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,74770432312,76562816850,79813578266,81897925000,84332985023,86917248376,91762805088,97311209600,100874545428,101513438928,104360456970,109004041872,112434799085,116353256180,121520753325,126492176352,129882168584,133879347720,138446567475,143985556272,141442420746,152733282520,158855573937,164258999100,170003906328,176129709231,182642695194,189586184008,196979460468,206102083507.706,215249614123.394,226574760796.203,237938089821.969,249208533264.271,260340990974.863,271247657828.457,284537158438.183,297645619959.252,310685672909.856,323655821112.741,336593245472.259,352590989205.02,368530439788.281,384338681347.232,400038817686.943,415649430723.05,434987753015.17,454206572063.1,473283245989.269,492156941097.161,510853708518.913,533849649651.83,556626045401.191,579122765837.756,601393035967.106,623342203622.963,649424146928.288,675173425847.267,700554745883.887,725512513704.196,750127797353.922,779058725871.411,807532995051.494,835450719604.597,862766867112.761,889528448426.402,921343266460.416,952675956369.002,983519713823.593,1013818795621.25,1043467832024.8,1078196249530.44,1112361307285.83,1145920041354.18,1178926848003.83,1211491151052.17,1249204045403.56,1286149607007.2,1322766721125.63,1359032827071.04,1394891938483.68,1436000475751.28,1476790125180.05,1517058745653.37,1556957733278,1596343743010.1,1640095932523.11,1683100398525.02,1725359714033.44,1767113279247.22,1808013853714.13,1852323229707.3,1895847698670.05,1939198659052.97,1982546688509.99,2026259355020.03,2075425534046.4,2124731521501.86,2173508445446.79,2221801619287.6,2269299188728.88
GUY,5807428466,5937398445,6006100683,5971518491,6059948132,5939587570,6248271216,6686919454,6819096372,7045396103,7353340929,7753151952,8143811012,8441328576,8583683632,8642687157,8968240872,9308493032,9717323590,10246011540,14694309952,17633924346,28640654856,39281688246,57061936600,59053287804,80623689795,83380516440,86119063238,89541257785.1991,92995071937.2702,96408756877.1549,99836871407.9237,103274231701.025,106718308278.197,110261505513.076,114088290564.077,117936318024.804,121766857559.258,125591274678.077,129400489885.628,134023146736.505,138643445605.641,143255365269.556,147871387297.118,152480504810.772,158123087136.085,163776385936.248,169448452921.794,175141376318.253,180835244130.332,187170510501.754,193545632313.962,199966541334.475,206434150671.888,212966228377.615,219504014597.001,226113745410.967,232794309092.748,239532461058.038,246302985642.606,252705838302.007,259041252446.375,265280399900.694,271414358338.291,277387301606.141,284751851411.89,291844057763.206,298851841343.88,305757045605.503,312606846978.665,321716066674.515,330880458664.553,340101187918.336,349373295155.105,358751276807.769,368217554189.581,377816086754.811,387558391715.333,397368022461.967,407176925613.7,415017172518.13,422662410450.073,430145389378.619,437386924520.142,444396741983.753,451390771710.64,458107588556.139,464649448257.587,470916325040.126,476910995071.404,483283082079.349,489389780995.427,495215388461.644,500756788593.78,505696119777.852,511596707910.742,517179609074.955,522640662390.779,527863621903.594,532876598833.185
HKG,242066239552,243394817770,247445403510,254993195120,277198177938,297673771668,318584762416,339175834406,346418023824,337875024168,360756836840,378158176440,384560895014,396493835224,407446464551,417186626940,426239049250,442437382105,455038990848,447440783553,418145855925,445119810346,429468547815,444346561440,458280273276,471664655700,484745155518,497732340820,510921251127,518033412970.696,524631061849.833,532619994474.693,541755161339.979,549728552853.527,556803039432.309,563100532724.388,568670782613.687,573466019811.646,577482168118.344,580844768841.5,584437421275.879,586592490100.825,589459385384.226,592275458207.754,594466236584.316,596248722757.659,596904477179.785,597453902819.688,597631848002.052,597242679741.364,596753865829.064,595958086550.858,595225773700.075,594249645172.081,592922063349.913,590939142445.711,588776711560.312,586529865364.419,583979941658.397,581288681869.145,578989427727.805,577430323271.921,576472499027.104,575961451078.191,574997382221.653,573853834328.886,573549131802.503,573770720495.833,574165325558.264,574469856989.68,574680915896.82,573996530669.4,573430814864.557,573668843848.553,575085818324.455,577135572724.949,578459691696.668,580276384881.607,582509715259.451,584669905357.255,587010868210.381,589674354740.094,592221660566.567,594357214963.472,595970444796.024,597491796819.584,598885976388.108,599816567634.34,601528340353.565,604120909121.92,606494691680.412,608845018316.943,607691236908.403,607697308162.6,608655807973.668,610470581154.914,614287969399.785,619908576323.454,625859767920.24,632099027331.394,638701631865.328
HND,27015175900,27749187296,28789461467,30098379674,31975814859,33910493668,36135913066,38375940498,39997763163,39025879464,40478656026,42035245362,43770648501,44993343339,46368901872,48147715330,50021622090,52444636916,54462447980,55903471040,50893704462,57274724612,59561567818,61762349325,63941113269,66330968968,68947300188,71664516836,74486138364,77976531627.9034,81460328377.0806,85757165848.7264,90063644631.2882,94379655737.722,98704845323.6052,103035357605.833,108493181441.321,113962416204.565,119446422632.284,124921378795.863,130388329802.283,137188173869.304,143997104692.892,150792978443.71,157570296467.876,164311506995.401,172471517237.72,180582013974.694,188642406144.019,196640671466.717,204554305353.625,214118948150.389,223610877006.781,233045504708.85,242409592278.132,251673432386.826,262814015584.589,273902085974.556,284950428326.544,295946179189.901,306886264278.23,319779852208.172,332611923556.363,345381542911.99,358109537962.942,370737345469.023,385449245346.761,400077577259.197,414607575061.795,429017666633.334,443338840934.923,459512298193.093,475593716641.988,491554802734.251,507339706377.625,522940194379.734,540566526930.671,558074902771.751,575509804750.476,592937193372.817,610293223224.345,629936605581.726,649539066875.249,669110338355.593,688684414384.413,708249207810.231,729782009150.374,751339067589.08,772905836512.311,794425077468.108,815880909567.137,839036344802.509,862092677624.812,885043174873.698,907871433068.629,930597812358.317,954958876412.99,979201098149.452,1003218296695.09,1027216599950.88,1051129732574.21
HRV,81844584653,84390350900,89305605180,94303278615,98245554435,102478576920,107519745690,112851665110,115113548800,106830650010,105525714735,105429561201,102975367616,102565573824,102123725938,104701544880,108428624100,112130514375,115269225624,119211502995,108982648368,123227040186,131029174566,133259515724,136315762824,140002419116,144080914120,148094303778,152257578480,153260488464.191,154294280445.114,155514795823.309,156926137867.052,158533104451.665,160341215102.631,162356742424.675,164470641015.537,166686049285.226,169006282085.629,171434838893.126,173975412509.324,176523285108.159,179077675875.718,181637789015.45,184202814081.449,186771926329.469,189320497985.93,191846704120.315,194348714600.891,196824696231.689,199272814923.907,201702761958.236,204113125525.726,206502490592.045,208869440238.404,211212557021.457,213550398135.363,215882205721.525,218207216124.343,220524660282.629,222833764129.448,225153112181.572,227482521637.073,229821805892.424,232170774549.364,234529233423.03,236874580893.297,239205942366.834,241522440997.747,243823198219.071,246107334281.016,248136183792.177,249994474327.158,251934931464.483,254050732016.494,256360406979.495,258394551238.66,260657950168.526,263045892615.061,265518388211.434,268005837550.507,270589791356.743,273327437205.608,276102489405.128,278774788852.301,281422765613.612,284362216974.609,287581914041.173,290799498316.021,294269479881.03,297816522156.122,301566771440.241,305340607425.306,309257526244.008,313212846774.675,317325998953.295,321506841106.872,325835157483.285,330310292070.211,334927606859.736,339687634271.47
HTI,24914454912,24830444160,25091755727,25962835439,25623338920,26408375060,26875124130,28140341350,28889448036,30590167942,28861454700,30332614536,30485307060,31803679437,32353240104,33181809760,33782549326,34631383930,35209728900,34615811776,33457791567,32856464336,32302384595,32400156122,32789373975,33281110471,33779632300,34287613984,34802446413,36981908941.8095,39174969684.1536,42022282607.1439,44895845559.3963,47795914399.1468,50711997532.9878,53651728127.7434,57514656622.0457,61403817286.625,65321560533.5882,69261532038.2572,73213843347.653,78244928073.4625,83303904449.834,88394680424.856,93503057676.0249,98626596074.5047,105033455197.898,111485882504.632,117964720851.516,124469805088.188,130983504786.33,139060082200.475,147174661540.934,155314665208.531,163492034043.39,171667788821.401,181644017107.356,191669356660.352,201756290549.821,211907001370.494,222118966704.132,233957185272.252,245850797895.25,257801411652.696,269805524336.926,281851498053.884,295695196702.829,309700312315.303,323781964633.681,337972308369.412,352250682853.202,368456750753.653,384774685266.596,401184677288.932,417678241705.227,434259237024.961,452521659348.165,470920514679.343,489394044857.573,507926401688.478,526545015105.88,546919005431.674,567354537645.623,587909563277.394,608553611187.299,629222272387.729,650999147051.397,672803376383.241,694696502400.921,716665489742.574,738661355255.592,761935608744.808,785198536370.849,808428750248.525,831748883450.794,855093826211.037,879695825218.071,904348605402.254,929052989850.331,953759394622.247,978564810409.264
HUN,200652227678,208826976600,218728047450,227639573370,239032072558,249296778324,259134196647,259852954522,262461726730,245144860506,247783241562,252408962038,249253273360,253746114669,264485189899,274290479232,280327624630,292303155918,307977411772,322938318117,308268423270,330200573081,346361136486,348279052836,359403891480,371281604613,383883606293,397146107720,410870732234,420870935930.578,430928074806.302,440793784069.593,450443720025.529,459853605824.195,468999330351.792,477857048654.585,486430186107.082,494697154126.195,502636824958.101,510228620297.006,517452598979.758,524857594805.511,532448424222.941,540230056705.192,548207619941.151,556386405220.588,564827635744.383,573539487886.768,582530464910.745,591809410429.445,601385522497.812,610957144188.459,620519127495.504,630066248778.917,639593213080.348,649094658603.32,658601241500.384,668109054082.861,677614129838.59,687112445882.647,696599925503.518,706279402094.928,716155221826.458,726231842455.548,736513836429.61,747005894081.184,757508152776.364,768016841963.637,778528133781.334,789038145095.726,799542939619.678,811992432955.655,824955256139.244,838655671162.149,852734794275.333,867180240326.01,882028748353.084,897173295599.792,912525185606.133,928283171408.323,944162233318.661,961198737512.262,978057707393.63,995539754244.523,1012957440011.49,1030960490090.84,1048622157304.31,1066811433925.93,1084856663127.65,1103283447284.34,1121457495661.1,1140058066845.82,1158439278259.85,1177222349547.38,1196477700700.96,1216013784211.71,1236807705896.11,1257962491429.66,1279478162570.48,1301351451710.19,1323593042609.64
